Serial No.,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
1901,Mar,2,Wednesday,Honda,Urban,Thursday,Mar,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,"more than 69,000",1901,13,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,No
1902,Mar,2,Wednesday,Pontiac,Urban,Friday,Apr,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",1902,3,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,No
1903,Feb,1,Saturday,Mazda,Urban,Monday,Feb,1,Male,Married,48,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",1903,6,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,No
1904,Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,4,Male,Divorced,35,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1904,14,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1905,Jul,5,Thursday,Pontiac,Urban,Friday,Jul,5,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1905,8,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,No
1906,Mar,2,Wednesday,Honda,Urban,Thursday,Mar,3,Male,Single,0,Third Party,Sedan - Collision,Sedan,"more than 69,000",1906,2,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,No
1907,Apr,2,Thursday,Honda,Urban,Thursday,Apr,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,"more than 69,000",1907,11,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,No
1908,Apr,1,Friday,Pontiac,Urban,Monday,Apr,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,"less than 20,000",1908,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1909,Mar,2,Wednesday,Honda,Urban,Thursday,Mar,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1909,7,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,No
1910,Mar,2,Thursday,Honda,Urban,Thursday,Mar,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1910,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,No
1911,Mar,1,Thursday,Mazda,Urban,Thursday,Mar,1,Male,Single,29,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1911,3,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1912,Feb,2,Saturday,Honda,Urban,Thursday,Feb,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1912,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,1 year,2 vehicles,1994,Liability,No
1913,Dec,5,Thursday,Toyota,Urban,Tuesday,Jan,1,Male,Single,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",1913,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,No
1914,Jan,1,Saturday,Pontiac,Urban,Tuesday,Jan,1,Female,Single,35,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1914,1,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,No
1915,Apr,2,Tuesday,Toyota,Rural,Wednesday,Apr,2,Female,Married,28,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1915,16,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1916,Mar,5,Wednesday,Toyota,Rural,Wednesday,Mar,5,Male,Married,58,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1916,2,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1917,Feb,2,Sunday,Toyota,Rural,Wednesday,Feb,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",1917,7,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,No
1918,Feb,2,Sunday,Honda,Urban,Sunday,Feb,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1918,2,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,5 to 8,1994,Liability,No
1919,Feb,2,Saturday,Honda,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1919,9,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,No
1920,Mar,2,Thursday,Mazda,Urban,Tuesday,Mar,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",1920,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,No
1921,Mar,2,Saturday,Pontiac,Urban,Wednesday,Mar,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",1921,15,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,No
1922,Feb,4,Monday,Chevrolet,Urban,Tuesday,Feb,4,Female,Married,51,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",1922,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1923,Feb,4,Tuesday,Pontiac,Urban,Tuesday,Feb,4,Female,Single,27,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1923,16,700,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,No
1924,Feb,3,Thursday,Accura,Urban,Friday,Feb,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",1924,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1925,Feb,3,Thursday,Toyota,Urban,Friday,Mar,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",1925,4,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1926,Feb,1,Tuesday,Mazda,Urban,Thursday,Feb,1,Male,Single,34,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",1926,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,No
1927,Jan,5,Monday,Chevrolet,Urban,Tuesday,Feb,2,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",1927,12,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,No
1928,Jan,5,Friday,Ford,Urban,Friday,Mar,2,Male,Married,40,Third Party,Sedan - Collision,Sedan,"40,000 to 59,000",1928,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision,No
1929,Jan,5,Saturday,Honda,Urban,Thursday,Feb,1,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",1929,1,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,No
1930,Jan,5,Saturday,Toyota,Rural,Wednesday,Feb,1,Male,Single,28,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",1930,14,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1931,Jan,4,Wednesday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,27,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",1931,2,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,No
1932,Jan,4,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,52,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1932,7,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,No
1933,Jan,4,Tuesday,Ford,Urban,Wednesday,Jan,4,Male,Married,35,Third Party,Sedan - Liability,Sport,"40,000 to 59,000",1933,15,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability,No
1934,Jan,2,Thursday,Pontiac,Urban,Thursday,Jan,2,Male,Married,48,Third Party,Sedan - Liability,Sport,"more than 69,000",1934,14,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,No
1935,Jan,2,Wednesday,Chevrolet,Urban,Monday,Jan,3,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",1935,8,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1936,Jan,3,Friday,Toyota,Urban,Tuesday,Jan,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1936,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1937,Jan,4,Saturday,Pontiac,Rural,Wednesday,Apr,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",1937,13,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,No
1938,Jan,4,Sunday,Toyota,Urban,Wednesday,Jan,4,Male,Married,56,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1938,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,No
1939,Mar,2,Friday,Pontiac,Urban,Thursday,Mar,4,Male,Single,46,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",1939,1,500,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1994,Collision,No
1940,Jan,2,Wednesday,Chevrolet,Urban,Tuesday,Jan,3,Female,Single,41,Policy Holder,Sedan - Liability,Sport,"more than 69,000",1940,11,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,No
1941,Jan,2,Tuesday,Accura,Rural,Thursday,Jan,2,Male,Married,46,Policy Holder,Utility - All Perils,Utility,"more than 69,000",1941,12,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,No
1942,Jan,2,Monday,Mazda,Urban,Monday,Jan,2,Female,Married,45,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1942,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,No
1943,Jan,2,Friday,Dodge,Urban,Monday,Jan,2,Male,Married,48,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",1943,3,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,No
1944,Jan,2,Monday,Chevrolet,Urban,Monday,Jan,2,Male,Married,37,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",1944,5,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,No
1945,Jan,2,Friday,Toyota,Urban,Friday,Jan,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",1945,13,400,4,more than 30,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1946,Jan,2,Friday,Honda,Urban,Thursday,Jan,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",1946,3,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1947,Jan,1,Thursday,Honda,Rural,Wednesday,Jan,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",1947,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,No
1948,Jan,1,Thursday,Mazda,Urban,Friday,Jan,2,Male,Married,45,Third Party,Sport - Collision,Sport,"more than 69,000",1948,10,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,No
1949,Mar,2,Friday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,41,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1949,8,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,No
1950,Jan,1,Monday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",1950,6,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,No
1951,Jan,1,Monday,Honda,Urban,Monday,Jan,2,Male,Single,0,Third Party,Sedan - Liability,Sport,"more than 69,000",1951,9,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,No
1952,Dec,5,Wednesday,Honda,Urban,Wednesday,Jan,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",1952,7,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1953,Dec,4,Sunday,Ford,Urban,Wednesday,Jan,2,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1953,1,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,No
1954,Dec,4,Friday,Chevrolet,Urban,Monday,Jan,1,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1954,2,700,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,No
1955,Dec,3,Friday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",1955,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,No
1956,Jun,5,Sunday,Chevrolet,Urban,Wednesday,Sep,5,Male,Married,72,Policy Holder,Utility - All Perils,Utility,"more than 69,000",1956,13,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,No
1957,Dec,5,Wednesday,Chevrolet,Urban,Tuesday,Jan,1,Male,Married,39,Policy Holder,Utility - All Perils,Utility,"more than 69,000",1957,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1958,Dec,5,Wednesday,Honda,Urban,Tuesday,Jan,4,Male,Single,0,Third Party,Sedan - All Perils,Sedan,"more than 69,000",1958,15,400,4,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1959,Jan,1,Saturday,Honda,Urban,Tuesday,Jan,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",1959,7,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,No
1960,Jan,1,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1960,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,No
1961,Jan,1,Monday,Accura,Urban,Wednesday,Jan,3,Male,Single,26,Policy Holder,Utility - All Perils,Utility,"more than 69,000",1961,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1962,Jan,1,Tuesday,Honda,Rural,Friday,Jan,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1962,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,No
1963,Mar,2,Saturday,Toyota,Urban,Tuesday,Apr,1,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1963,5,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,Yes
1964,Jan,1,Wednesday,Ford,Urban,Wednesday,Jan,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",1964,4,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,No
1965,Jan,2,Sunday,Toyota,Urban,Friday,Jan,3,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",1965,8,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1966,Jan,2,Sunday,Toyota,Urban,Tuesday,Jan,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1966,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,No
1967,Jan,2,Saturday,Honda,Urban,Friday,Jan,3,Male,Married,54,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1967,4,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1968,Jan,2,Tuesday,Toyota,Urban,Friday,Jan,5,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1968,13,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1969,Jan,3,Friday,Mazda,Urban,Monday,Jan,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1969,6,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,3 to 4,1994,Liability,No
1970,Jan,3,Tuesday,Pontiac,Urban,Thursday,Jan,3,Male,Married,27,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",1970,2,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1971,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,48,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",1971,8,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,No
1972,Jan,4,Saturday,Toyota,Rural,Monday,Jan,4,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",1972,9,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1973,Feb,1,Wednesday,Accura,Urban,Thursday,Feb,2,Male,Married,51,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",1973,13,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1974,Feb,1,Tuesday,Ford,Urban,Friday,Feb,1,Male,Married,64,Policy Holder,Utility - All Perils,Utility,"more than 69,000",1974,1,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,No
1975,Mar,3,Tuesday,Toyota,Urban,Tuesday,Mar,3,Male,Single,26,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",1975,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Liability,No
1976,Apr,4,Friday,Mazda,Urban,Friday,Apr,4,Male,Married,40,Third Party,Sport - Collision,Sport,"more than 69,000",1976,1,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,No
1977,May,5,Tuesday,Toyota,Urban,Tuesday,May,5,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",1977,3,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1978,Sep,3,Friday,Mazda,Urban,Friday,Sep,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",1978,9,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,No
1979,Mar,2,Saturday,Honda,Rural,Monday,Mar,3,Male,Single,20,Policy Holder,Sport - Collision,Sport,"more than 69,000",1979,3,400,4,more than 30,more than 30,2 to 4,4 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision,Yes
1980,Jan,2,Tuesday,Honda,Urban,Wednesday,Jan,2,Male,Single,61,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1980,11,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,No
1981,Jul,3,Monday,Pontiac,Urban,Monday,Jul,3,Female,Single,34,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1981,5,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,No
1982,Oct,3,Thursday,Toyota,Urban,Friday,Oct,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",1982,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,No
1983,Oct,3,Sunday,Chevrolet,Urban,Monday,Oct,4,Male,Married,40,Policy Holder,Sedan - Liability,Sport,"more than 69,000",1983,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,No
1984,Sep,4,Sunday,Mazda,Rural,Monday,Sep,4,Male,Single,40,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",1984,14,400,2,more than 30,more than 30,1,7 years,36 to 40,Yes,Yes,External,more than 5,no change,1 vehicle,1994,Collision,No
1985,Mar,2,Sunday,Toyota,Urban,Wednesday,Mar,4,Female,Single,30,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",1985,16,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,No
